A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age
1.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,6.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2,5.0,5.0,2.0,1,5.0,51
2.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,1.0,1.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,5.0,2.0,6.0,2,5.0,6.0,1.0,2,3.0,36
3.0,4.0,5.0,4.0,4.0,,4.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,5,3.0,4.0,4.0,1,3.0,21
2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,6.0,1,5.0,6.0,1.0,1,5.0,56
2.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,2.0,5.0,2,4.0,6.0,3.0,1,3.0,19
1.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,6.0,2.0,4.0,5.0,5.0,4.0,5.0,2,4.0,5.0,2.0,2,5.0,41
2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,4.0,2.0,2.0,5.0,6.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,3,3.0,5.0,3.0,1,3.0,20
1.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,6.0,6.0,5.0,1.0,1.0,3.0,4.0,1.0,6.0,2,4.0,3.0,1.0,1,3.0,22
2.0,5.0,5.0,6.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,5.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,4,2.0,2.0,3.0,2,3.0,38
4.0,4.0,1.0,1.0,1.0,5.0,5.0,6.0,2.0,2.0,3.0,6.0,5.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,6.0,1,5.0,6.0,1.0,1,5.0,52
2.0,5.0,4.0,5.0,2.0,6.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,6.0,6.0,5.0,3.0,5,3.0,5.0,3.0,2,3.0,37
2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,6.0,3.0,3.0,4,4.0,5.0,2.0,2,2.0,27
1.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,4.0,5.0,6.0,6.0,3.0,3.0,1.0,2.0,6.0,6.0,6,5.0,6.0,4.0,2,3.0,19
1.0,6.0,6.0,6.0,6.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,6,2.0,4.0,5.0,2,2.0,45
2.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,5.0,6.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,1,2.0,4.0,2.0,2,1.0,28
1.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,2.0,1.0,2,3.0,31
2.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,,3,5.0,5.0,2.0,2,1.0,19
2.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,1.0,4.0,5,2.0,5.0,6.0,2,5.0,31
2.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,2.0,2.0,1.0,4.0,6.0,6.0,5.0,4.0,4.0,3.0,6.0,4.0,6.0,2,5.0,6.0,4.0,2,1.0,28
2.0,2.0,4.0,4.0,5.0,5.0,3.0,2.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,5,2.0,6.0,4.0,1,3.0,21
4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,3.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,2,2.0,5.0,5.0,2,2.0,19
1.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,1,5.0,5.0,3.0,2,3.0,27
2.0,6.0,4.0,1.0,4.0,6.0,4.0,5.0,1.0,1.0,3.0,3.0,6.0,5.0,3.0,2.0,2.0,5.0,6.0,1.0,6.0,6,6.0,6.0,1.0,1,3.0,21
3.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,6.0,1,6.0,6.0,2.0,1,3.0,23
1.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,3.0,6.0,3.0,1.0,5.0,6.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,6,4.0,6.0,4.0,2,4.0,29
5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,5.0,5,5.0,4.0,4.0,1,3.0,24
2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,4,4.0,6.0,4.0,2,,16
3.0,4.0,6.0,1.0,4.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,5.0,6.0,5.0,4.0,6.0,2.0,4.0,1.0,6.0,4,4.0,5.0,2.0,1,3.0,22
1.0,5.0,6.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,3.0,5,5.0,6.0,3.0,2,4.0,41
1.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,3.0,1.0,5.0,6.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1,5.0,6.0,2.0,1,3.0,26
1.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,,5.0,4,3.0,5.0,3.0,1,5.0,47
2.0,6.0,5.0,6.0,2.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,5,3.0,4.0,5.0,2,3.0,50
2.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,1,4.0,6.0,3.0,2,5.0,29
2.0,6.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,2.0,3.0,3.0,3.0,2.0,1.0,6.0,6,4.0,6.0,2.0,1,3.0,20
4.0,4.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,6.0,4.0,4.0,4.0,3.0,2.0,6.0,2,5.0,3.0,2.0,2,5.0,55
2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,4,4.0,4.0,3.0,2,3.0,22
4.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,1,5.0,4.0,1.0,2,3.0,35
1.0,5.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,5,3.0,5.0,5.0,2,3.0,20
4.0,4.0,4.0,6.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,2,4.0,5.0,2.0,1,2.0,49
3.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3,4.0,5.0,2.0,2,5.0,39
3.0,4.0,6.0,6.0,,5.0,4.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,6.0,1,6.0,6.0,3.0,2,3.0,23
2.0,5.0,6.0,5.0,5.0,4.0,5.0,3.0,2.0,6.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4,5.0,5.0,2.0,2,3.0,25
1.0,6.0,6.0,5.0,6.0,6.0,4.0,2.0,1.0,6.0,6.0,6.0,2.0,4.0,5.0,1.0,6.0,1.0,6.0,1.0,6.0,1,6.0,6.0,1.0,1,5.0,25
2.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,2.0,2,5.0,4.0,2.0,2,,36
2.0,6.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,5.0,4.0,2.0,1.0,2.0,1.0,5.0,1,6.0,5.0,2.0,1,4.0,38
2.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,6.0,2.0,5.0,5.0,4.0,1.0,5.0,5,6.0,6.0,1.0,1,1.0,17
2.0,6.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,6.0,2.0,6.0,3.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,1,5.0,6.0,3.0,1,,17
5.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,1.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,3.0,5.0,1,6.0,2.0,3.0,2,3.0,19
1.0,6.0,6.0,6.0,6.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,6.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,2,5.0,5.0,3.0,2,4.0,56
1.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3,6.0,5.0,4.0,2,4.0,28
2.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,2,4.0,5.0,3.0,2,3.0,17
1.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,1.0,1.0,4.0,2.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,3.0,6.0,4,5.0,4.0,6.0,2,3.0,26
5.0,5.0,5.0,6.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,6.0,5,5.0,5.0,1.0,2,3.0,46
1.0,5.0,4.0,6.0,3.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,4,4.0,2.0,4.0,2,3.0,21
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,5.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,3.0,1.0,2.0,4,5.0,6.0,2.0,2,3.0,46
1.0,6.0,6.0,6.0,5.0,5.0,,5.0,1.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,2.0,2.0,1.0,2.0,,3,5.0,5.0,2.0,2,2.0,39
2.0,4.0,4.0,1.0,2.0,6.0,6.0,6.0,1.0,4.0,6.0,6.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,5,1.0,6.0,5.0,2,3.0,19
1.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,,1.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,6.0,1,5.0,6.0,2.0,2,3.0,25
1.0,5.0,6.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,2.0,2.0,5.0,3.0,5.0,2,4.0,5.0,2.0,1,5.0,22
2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,4,4.0,3.0,3.0,2,,17
2.0,5.0,6.0,6.0,5.0,5.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,3.0,2,5.0,6.0,3.0,2,3.0,27
1.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,4.0,1.0,3.0,6.0,5.0,6.0,4.0,4.0,4.0,3.0,6.0,6.0,1,6.0,6.0,1.0,2,4.0,20
3.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,1.0,1.0,5.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,2.0,6.0,1,6.0,2.0,1.0,1,5.0,21
4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4,4.0,6.0,4.0,2,3.0,21
1.0,6.0,6.0,6.0,6.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,2.0,5.0,4,6.0,4.0,1.0,2,4.0,55
1.0,5.0,5.0,6.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4,4.0,6.0,4.0,2,3.0,24
2.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,1,6.0,2.0,2.0,1,4.0,25
4.0,4.0,3.0,5.0,5.0,6.0,5.0,6.0,1.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,3,3.0,6.0,4.0,1,5.0,39
3.0,6.0,6.0,6.0,5.0,3.0,2.0,5.0,4.0,4.0,1.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,2.0,6.0,1,5.0,5.0,3.0,2,3.0,39
3.0,5.0,6.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,6.0,4.0,5.0,5.0,2.0,2.0,4.0,1,5.0,6.0,3.0,2,3.0,21
1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,3,3.0,5.0,2.0,2,5.0,37
4.0,2.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,2,5.0,5.0,1.0,1,2.0,22
1.0,6.0,6.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2,6.0,6.0,2.0,2,4.0,24
4.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,4,5.0,5.0,3.0,2,3.0,21
3.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,1.0,,2.0,4.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,5.0,1,6.0,1.0,1.0,1,3.0,20
2.0,4.0,4.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,1,6.0,6.0,3.0,1,3.0,19
2.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,4.0,2,4.0,5.0,3.0,1,3.0,21
2.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,1.0,5.0,1,5.0,5.0,2.0,1,5.0,30
1.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,2,4.0,5.0,2.0,2,1.0,18
6.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,6.0,6.0,6.0,6.0,6.0,2.0,5.0,3,4.0,6.0,1.0,2,4.0,53
2.0,4.0,5.0,1.0,4.0,3.0,1.0,5.0,1.0,4.0,5.0,4.0,1.0,,3.0,2.0,6.0,6.0,5.0,6.0,3.0,4,1.0,4.0,3.0,1,3.0,27
4.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,2,4.0,5.0,3.0,2,4.0,48
1.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,6.0,4,3.0,5.0,5.0,2,4.0,30
2.0,4.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4,3.0,3.0,4.0,2,3.0,25
2.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,2.0,5.0,4.0,6.0,5,5.0,6.0,1.0,2,4.0,35
1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,4.0,6.0,6.0,2.0,6.0,6.0,6.0,1,6.0,3.0,1.0,2,,17
1.0,6.0,6.0,4.0,1.0,1.0,6.0,5.0,4.0,2.0,6.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,6.0,4.0,6.0,1,6.0,6.0,6.0,2,3.0,41
3.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1,4.0,4.0,2.0,2,3.0,41
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,4.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1,6.0,1.0,1.0,2,3.0,37
2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,2.0,4.0,5.0,6.0,4.0,2.0,4.0,3.0,2.0,4.0,2,4.0,4.0,4.0,2,3.0,60
3.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,2,5.0,6.0,1.0,2,3.0,23
2.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,1.0,4.0,4.0,2.0,5.0,5.0,6.0,4.0,,1.0,1.0,,6.0,4,5.0,5.0,1.0,1,3.0,53
1.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,5.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,1,6.0,5.0,2.0,2,2.0,19
1.0,,5.0,6.0,6.0,5.0,6.0,,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,5.0,3.0,,1.0,4.0,4,4.0,6.0,5.0,2,3.0,35
3.0,5.0,2.0,2.0,4.0,5.0,3.0,6.0,1.0,5.0,3.0,5.0,1.0,4.0,2.0,1.0,3.0,6.0,6.0,6.0,6.0,4,3.0,6.0,1.0,1,2.0,19
1.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,5.0,6.0,1.0,2.0,5.0,6.0,5.0,2.0,2.0,2.0,4.0,1.0,5.0,1,5.0,6.0,1.0,1,1.0,24
2.0,4.0,3.0,6.0,4.0,4.0,5.0,5.0,1.0,2.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4,3.0,5.0,4.0,2,3.0,21
2.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,5.0,2,6.0,4.0,2.0,2,3.0,29
4.0,6.0,6.0,6.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3,4.0,3.0,3.0,2,4.0,25
4.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3,4.0,3.0,3.0,2,4.0,25
5.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,4.0,2,5.0,2.0,3.0,2,3.0,18
1.0,6.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,6.0,2.0,3.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,3,3.0,5.0,3.0,2,5.0,37
6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,4.0,2.0,4.0,5.0,6.0,6.0,4.0,4.0,6.0,,6.0,5.0,3,6.0,6.0,1.0,2,3.0,20
1.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,1.0,1.0,6.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,4,3.0,4.0,3.0,2,3.0,21
1.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0,6.0,2,4.0,6.0,5.0,2,1.0,34
1.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,2.0,4.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,1.0,2.0,3.0,4,5.0,4.0,2.0,2,2.0,38
2.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,6.0,5.0,3.0,6.0,4.0,4.0,6.0,6.0,5.0,4.0,1.0,3.0,2,4.0,6.0,4.0,1,4.0,30
3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,6.0,6.0,5.0,6.0,1,5.0,6.0,3.0,1,1.0,16
5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,3.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0,2.0,6.0,6.0,3,4.0,6.0,5.0,2,3.0,23
1.0,,6.0,6.0,6.0,3.0,5.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,,2.0,2.0,1.0,1.0,2.0,6.0,1,5.0,6.0,1.0,2,3.0,22
2.0,5.0,4.0,6.0,3.0,4.0,5.0,6.0,2.0,1.0,1.0,2.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,1.0,6.0,1,6.0,6.0,1.0,1,3.0,37
2.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,1.0,2.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3,4.0,3.0,4.0,1,4.0,30
3.0,5.0,5.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,1.0,6.0,6.0,5.0,5.0,4.0,5.0,1.0,2.0,5.0,2,5.0,3.0,1.0,2,3.0,21
1.0,4.0,4.0,6.0,3.0,3.0,5.0,4.0,4.0,4.0,6.0,5.0,1.0,1.0,4.0,6.0,6.0,6.0,4.0,2.0,4.0,2,4.0,4.0,3.0,2,3.0,32
4.0,2.0,1.0,2.0,2.0,5.0,6.0,5.0,2.0,4.0,6.0,6.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,5,2.0,5.0,1.0,2,,14
1.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,5.0,2,4.0,5.0,1.0,2,4.0,55
4.0,5.0,4.0,6.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,,4.0,4.0,2.0,1.0,3.0,5,3.0,5.0,4.0,1,4.0,26
1.0,6.0,6.0,6.0,6.0,1.0,6.0,5.0,2.0,5.0,2.0,1.0,6.0,3.0,6.0,1.0,4.0,1.0,5.0,1.0,6.0,1,5.0,3.0,1.0,2,5.0,22
1.0,5.0,6.0,5.0,6.0,4.0,2.0,5.0,3.0,5.0,1.0,2.0,5.0,5.0,4.0,1.0,4.0,1.0,1.0,3.0,5.0,1,4.0,5.0,2.0,1,3.0,21
4.0,4.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,,6.0,5.0,1.0,1.0,2.0,5.0,4.0,4.0,6.0,3.0,2.0,3,1.0,4.0,3.0,2,4.0,28
1.0,6.0,5.0,2.0,5.0,6.0,4.0,5.0,1.0,5.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,5.0,4,2.0,6.0,2.0,2,5.0,41
3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,6.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,6.0,3,5.0,4.0,3.0,1,,17
1.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,6.0,2.0,3.0,4.0,3.0,2.0,5.0,2,5.0,5.0,3.0,2,5.0,52
5.0,6.0,6.0,4.0,6.0,5.0,5.0,4.0,2.0,5.0,2.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,6.0,2,6.0,6.0,1.0,2,1.0,18
5.0,5.0,3.0,6.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,5.0,6.0,1.0,1.0,,1.0,1.0,5.0,2,6.0,,1.0,1,5.0,56
5.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,3,2.0,4.0,3.0,2,5.0,55
1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1,5.0,4.0,4.0,2,4.0,43
4.0,5.0,1.0,5.0,1.0,4.0,6.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,6.0,5.0,5.0,4.0,6.0,3.0,6.0,4,5.0,6.0,5.0,1,3.0,22
2.0,6.0,6.0,3.0,5.0,6.0,3.0,5.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,1,5.0,5.0,2.0,2,4.0,25
5.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,2.0,5.0,5.0,1,5.0,6.0,2.0,2,3.0,27
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,4.0,3.0,2.0,6.0,1,6.0,4.0,1.0,2,2.0,48
3.0,4.0,5.0,1.0,4.0,5.0,5.0,6.0,2.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,6.0,1,5.0,6.0,2.0,2,5.0,31
